institution,latitude,longitude
Alamance Community College,36.065003,-79.358753
Campbellsville University,37.342372,-85.343935
Framingham State University,42.298054,-71.4497
Bellarmine University,38.217607,-85.707736
Universidad Metropolitana,18.353143,-66.055985
Texas Energy Poverty Research Institute,30.268072,-97.742806
Climate Conservation,45.680574,-111.041577
Twin Cities Public Television,44.947255,-93.087775
National Security Agency,39.107763,-76.771604
Living Tongues Institute For Endangered Languages,44.886665,-123.031933
"Re-Synth International, Corp.",28.944465,-82.03363
"New University Of Bridgeport, Inc., The",41.164705,-73.190177
Society For Personality And Social Psychology,48.025005,-120.094293
Phoenix Bioinformatics Corporation,37.546085,-122.002808
Fluidion Us Inc.,34.040739,-118.235185
"Floridamakes, Inc.",28.541709,-81.374909
"Iaso Therapeutics, Inc.",42.725151,-84.450819
Universities Space Research Association,38.883663,-77.015485
Whatcom Community College,48.794386,-122.493853
Hispanic Association Of Colleges And Universities,29.490322,-98.581129
"Neurolight, Inc.",41.125125,-74.126426
Etr Associates,36.91023,-121.782707
Albright College,40.335671,-75.947673
"Idea51, Llc",43.613941,-116.211374
Wayland Baptist College,34.184567,-101.70301
Colorado Christian University,39.712802,-105.096086
Ezrabio Inc.,42.45442,-76.52646
Bactana Corp.,41.731915,-72.800155
Astrabeam Llc,40.996885,-73.820771
Rich Earth Llc,42.89499,-72.53852
"Hairdays, Inc.",40.755112,-73.955502
"Quiver Dental, Inc.",47.659485,-122.282391
Strivision Llc,39.923305,-105.153679
"Uniphage, Inc.",29.692168,-95.400868
"Ai-Ris, Llc",29.76825,-95.51809
"Phaxtec, Inc.",35.980945,-78.543162
Neptune Fluid Flow Systems Llc,34.048051,-118.254187
"Neurogeneces, Inc.",35.675535,-105.950058
Liminal Esports Llc,41.522715,-81.396475
Diant Pharma Inc.,41.803785,-72.510314
Space Balloon Technologies Corp.,25.663146,-80.444819
"Aren, Inc.",40.755809,-73.95621
Cytocybernetics,43.07127,-78.76637
"Taurus Diagnostics, Inc",43.047426,-76.150551
"Angioinsight, Inc.",42.279282,-83.74477
"Renerva, Llc",40.43388,-79.88874
Axilea Llc,41.494893,-81.489836
"Assistance In Motion, Inc.",42.436612,-76.49056
Water Intelligence Llc,43.113437,-87.901126
Mnt Smartsolutions Llc,35.056003,-106.526704
Directed Analytics Inc.,30.453019,-91.115851
"Seasatellites, Inc.",32.827868,-117.229703
Terecircuits Corporation,37.38735,-122.04839
"Exlattice, Inc.",35.995682,-78.902143
Intelligent Medicine Inc,42.813604,-73.94006
Yard Stick Pbc,39.139547,-75.525466
"Ivu Biologics, Inc.",42.362905,-71.096257
Visicell Medical Inc.,32.901329,-117.174757
"Caporus Technologies, Llc",41.635009,-87.89879
Sunchem Llc,37.767012,-122.417357
Integrated Medical Sensors,33.653925,-117.716598
Senseer Health Inc.,34.160905,-118.150262
"Dynamac Microwave, Inc.",42.061952,-88.078264
Numoola Llc,40.457713,-79.975724
"Uchu Biosensors, Inc.",42.370485,-71.11146
Affectifi Inc.,40.67734,-73.98725
"Heat Inverse, Llc",42.438445,-76.53344
Spatial Surgical Llc,42.279924,-71.681736
Cognitive Toybox,40.688854,-73.992949
Concha Inc.,37.563907,-122.325113
"Avicenatech, Corp.",37.4115,-122.02331
"Aeroshield Materials, Inc.",42.368374,-71.223828
"Heliponix, Llc",37.975234,-87.558201
Department Of Labor Bureau Of Labor Statistics,38.89764,-77.008976
Krell Institute,42.007523,-93.617909
Mfm Llc,40.550513,-111.889462
"Edgar, Allison",29.851455,-81.271546
Lousiana State University,30.447224,-91.186948
University Of Lynchburg,37.414018,-79.141555
"Silicon Dynamix, Inc.",32.98615,-96.757205
"Evolution Devices, Inc.",37.858537,-122.268151
"Emerald Tutu Inc, The",42.365588,-71.104
Elon University,36.10034,-79.506632
Center For Open Science,38.031786,-78.484053
"Oxalo Therapeutics, Inc.",41.799799,-87.589525
"Novoclade, Inc.",44.97106,-93.20407
Coeur D' Alene Tribe,47.33758,-116.88776
District Of Columbia Public Schools,38.90603,-77.006177
Keystone Initiative For Network Based Education And Research,40.161107,-76.310783
Oral Roberts University,36.052093,-95.955507
Minnesota Riverland Technical College (Austin Campus),43.668336,-92.974815
Santa Fe College,35.68785,-105.938848
Northcentral Technical College,44.984712,-89.648789
Frederick Community College,39.450903,-77.41809
Milwaukee Area Technical College,43.043686,-87.920873
Ozarks Technical Community College,37.21541,-93.279663
Ulster County Community College,41.85166,-74.129169
Minnesota State Community & Techncial College,46.288446,-96.098105
Terra State Community College,41.353432,-83.157738
Central Virginia Community College,37.414018,-79.141555
Mountwest Community & Technical College,38.39271,-82.45822
College Of The Mainland Community College District,29.395031,-94.916206
Central Carolina Technical College,33.93332,-80.37103
Chesapeake College,38.941117,-76.080868
Southern West Virginia Community College,37.847251,-81.991597
Bridgevalley Community & Technical College,38.353845,-81.698257
University Of Charleston,38.331607,-81.6145
Vaughn College Of Aeronautics And Technology,41.901064,-87.939963
Amarillo College,48.025005,-120.094293
Northeast Community College,42.04885,-97.394686
Atlanta Technical College,33.71265,-84.40629
Trocaire College,42.846717,-78.811961
Texas College,32.37463,-95.31206
Department Of Labor,38.893151,-77.014205
Whitehead Institute For Biomedical Research,42.365588,-71.104
State Fair Community College,38.696975,-93.26793
"Johnson, O.s. Technical Institute",41.449728,-75.640909
St. Cloud Technical College,45.560371,-94.160439
Foothill-De Anza Community College District,34.051851,-118.046936
Los Angeles Harbor College,33.784006,-118.283615
Rancho Santiago Community College District,33.76724,-117.868222
Baskin School Of Engineering,40.01816,-105.278683
Lena Ji,43.619991,-70.235909
University Of Chicago Math Dept.,41.306065,-72.925772
"The Graduate Center, Cuny",40.745155,-73.982667
Max Planck Institute For Mathematics In The Sciences,40.01032,-86.581894
Nyu Courant,42.046792,-87.681841
Suny Stony Brook,40.925521,-73.141305
Pittsburgh Technical Institute,40.439375,-79.996754
Santa Monica College,34.016069,-118.470038
Dept Of State,38.894639,-77.048926
National Credit Union Administration,38.80509,-77.062204
Bridgerland Applied Technology College,41.756017,-111.850591
Normandale Community College,44.830344,-93.330533
"Florida Institute For Human And Machine Cognition, Inc.",30.412825,-87.20902
Cerritos College,33.886455,-118.094547
Indian River State College,27.423278,-80.357919
"Department Of Mathematics, University Of Michigan",42.402831,-82.918486
"Lopatto, Patrick",36.84735,-80.14986
"Oxford University, Mathematical Institute",30.284728,-97.7373
"Finocchiaro, Jessica J",40.008861,-105.273927
Rutgers University–Newark,42.37967,-71.096373
University Of Texas Austin,30.268072,-97.742806
Noaa,38.99243,-77.030572
"Hallgren, Maximilien",42.441083,-76.496377
"Jet Propulsion Laboratory, California Institute Of Technology",34.08937,-84.342106
Eth Zurich,42.27333,-83.738217
Lawrence Berkeley National Laboratory,34.048051,-118.254187
Boston College Mathematics Dept,42.35888,-71.056804
Ucla Mathematics Department,37.878427,-122.269054
"Department Of Mathematics, University Of California, Berkeley",37.424669,-122.170275
"University Of Washington, Department Of Atmospheric Sciences",47.603243,-122.330286
"Tiny Cargo Company, The",37.30195,-79.929892
Hamline University,44.965773,-93.165322
University Of North Texas Health Science Center,31.795289,-94.180295
"Department Of The Geophysical Sciences, University Of Chicago",42.051106,-87.677291
"Department Of Linguistics, University Of Massachusetts, Amherst",42.319529,-72.629734
"Department Of Anthropology, Colorado State University",39.678436,-104.95938
"Fordham University, Rose Hill Campus",37.559436,-97.135106
University Of Connecticut Avery Point,37.259002,-76.494661
National Museum Of Nature And Science,40.762759,-111.889779
University Of Idaho,46.726946,-117.010161
Controlpoint Inc.,37.285765,-121.94812
White Dwarf Research Corp,39.86136,-105.28503
Veterans Education And Research Association Of Northern New Engl,43.648882,-72.319376
"University Of California, Los Angeles",34.048051,-118.254187
"Gsa, Office Of Acquisition Systems",38.897043,-77.042568
Saint Michael's College,38.784504,-76.224077
University Of New Mexico Health Sciences Center,35.088192,-106.650945
Geological Survey-Denver,39.711318,-105.118699
Bespoke Biotherapeutics Llc,37.56439,-122.3542
Amorphyx Incorporated,44.562781,-123.264492
Des Moines Area Community College,41.711758,-93.600447
Rapidect Inc,41.40531,-81.44383
Bureau Of The Census,38.93161,-77.069792
Nevada State University,35.983332,-114.938733
U.s. Department Of Homeland Security-S&T And Iaip,38.90253,-77.039386
Missouri University Research Reactor,40.793438,-77.860333
Lawrence University Of Wisconsin,44.259835,-88.396588
"University Of California, Irvine",32.875649,-117.222239
Point Park University,40.400706,-79.83399
Healthtrends.ai Llc,41.032844,-73.681299
"Benchmark Labs, Inc.",32.91359,-117.077032
Law And Society Association,42.385654,-72.525095
Hispanic Federation Inc,40.706209,-74.010742
The National Gem Consortium,38.80463,-77.043624
"Personnel Management, U S Office Of",38.894918,-77.044319
Numentus Technologies Inc.,37.456593,-122.175624
Courant Institute Of Mathematical Sciences,44.972309,-93.243184
Friends Of The North Carolina State Museum Of Natural Sciences,35.779557,-78.638148
"University Of Massachusetts, Amherst",42.375831,-72.519849
Brigham & Women's Hospital Inc,42.39053,-71.110744
"Prokhorov, Andrei",42.281155,-83.792156
Pacific University,45.519662,-123.112096
Stylosonic Llc,33.65619,-117.688227
"Nellone Therapeutics, Inc.",35.96857,-84.189376
Jila/ Uc Boulder,39.997924,-105.236344
American University Of Beirut,40.7528,-73.96916
The Waynesburg University,39.899485,-80.187544
"Kodikaz Therapeutic Solutions, Inc.",40.727431,-74.005211
"Terra Cover, Inc.",39.711618,-105.047942
Abberit Llc,47.676453,-122.121981
Department Of Mathematics Johns Hopkins University,37.870313,-122.268064
Philadelphia Area Center For History Of Science,39.952756,-75.166853
"Dept. Of Mathematics, University Of Pittsburgh",30.268072,-97.742806
"Treeco, Inc.",35.775217,-78.675783
"The University Of Texas At Austin, Department Of Astronomy",30.268072,-97.742806
Pacific Northwest Research Institute,47.603243,-122.330286
Oculogenex,33.939609,-117.971104
"Presaj, Inc.",41.96658,-91.59625
Sensit Ventures Inc,38.539076,-121.738925
"Recon Rf, Inc.",32.89643,-117.12864
Internationales Institut Fur Angewandte Systemanalyse,48.068305,16.35817
University Of Arizona Department Of Astronomy,33.62735,-112.177025
Harvard University Math Dept,42.365588,-71.104
Department Of Mathematics & Statistics Mcmaster University,40.112444,-88.207412
"Bradley, Caryn",34.028729,-118.497976
École Normale Supérieure,37.505954,-122.258793
Weill Cornell Graduate School Of Medical Sciences,37.79758,-122.21726
Defense Counterintelligence And Security Agency,38.510412,-77.389039
Carroll University,43.011588,-88.231546
Nasa/Goddard Space Flight Center/Wallops Flight Facility,37.932219,-75.480451
"Onclave Networks, Inc.",39.037508,-77.349339
Trustedavware Llc,42.272378,-83.70079
"Loyola University Of Chicago, Health Sciences Campus",41.860217,-87.834916
Minerva Lithium Llc,36.057545,-79.745704
Western Interstate Commission For Higher Education,40.030208,-105.247217
"University Of California, Berkeley Department Of Mathematics",39.954907,-75.196447
"University Of Washington, Department Of Mathematics",37.424669,-122.170275
Brown University Mathematics,48.216931,16.361197
"E4thefuture, Inc.",42.333647,-71.137718
Courant Institute Of Mathematical Sciences - New York University,40.712749,-74.005994
"Naff, Keaton Thomas",40.78128,-73.975998
Ucla Department Of Mathematics,29.716851,-95.437399
Harvard,42.368804,-71.103175
Stanford University Department Of Mathematics,40.342781,-74.657007
"Lamarche, Alicia Mae",34.001312,-81.033552
"Field, Elizabeth Catherine",40.112444,-88.207412
"Brown University, Division Of Applied Mathematics",37.424669,-122.170275
"University Of California, Berkeley, Department Of Mathematics",34.423349,-119.70343
Evresearch Ltd,34.049299,-118.568533
Nextc Corporation,44.58004,-123.24187
"Biolum Sciences, Llc",32.80896,-96.86014
"Logisic Devices, Inc.",37.286236,-121.992923
Plastomics Inc.,38.677637,-90.400576
University Of Massachusetts Lowell,42.65005,-71.323955
University Of South Carolina At Columbia,34.001312,-81.033552
San Francisco State University,37.722691,-122.483007
University Of Arkansas,36.069929,-94.176971
University Of California-Berkeley,37.873223,-122.302233
University Of Virginia Main Campus,38.030395,-78.477477
University Of Denver,39.676645,-104.961424
Cuny Baruch College,40.829535,-73.683887
University Of Southern Mississippi,31.327314,-89.334279
University Of Texas At San Antonio,29.424534,-98.491484
University Of Tennessee Chattanooga,35.047323,-85.300298
Whitney Marine Lab At The University Of Florida,28.944465,-82.03363
"Rsmas, University Of Miami",43.702891,-79.389294
University At Buffalo,41.311729,-72.92558
California State University Dominguez Hills,37.07436,-119.699375
Cold Spring Harbor Laboratories,40.871347,-73.456625
University Of Texas At Austin Marine Science Institute,30.268072,-97.742806
San Diego Zoo Institute For Conservation Research,40.587107,-105.078981
"Revelata, Inc.",37.444096,-122.160668
Entomological Society Of America,38.98848,-76.54148
"University Of Florida, Ft. Lauderdale",38.544728,-121.740364
University Of California Davis; Dept. Ent. And Nem.,38.543559,-121.738961
"Rick, Jessica A",41.311024,-105.593623
"Department Of Integrative Biology, Uc Berkeley",30.284728,-97.7373
University Of Nebraska- Lincoln,40.809193,-96.701189
University Of Konstanz,47.67381,9.183631
Stanford Univeristy,33.994939,-81.02899
Ucsf Sandler Neurosciences Center,37.872576,-122.259562
University Of La Verne,34.134003,-117.75768
Teale Engineering Llc,29.281427,-98.218934
Carnegie Museum Of Natural History,42.274166,-83.776714
Cogwear Llc,39.941624,-75.200002
University Of Montpellier,30.231237,-97.756636
University Of Massachusetts - Amherst,42.375831,-72.519849
Stony Brook University School Of Marine And Atmospheric Sciences,34.84961,-82.3995
The George Washington University,38.899579,-77.048316
"Qgnai, Inc.",42.364458,-71.077096
Usgs,38.57327,-109.550789
Patricka Williams-Simon,31.304832,-85.16104
Department Of Entomology - The Ohio State University,40.37145,-82.40591
Scripps Institution Of Oceanography Uc San Diego,32.848457,-117.216842
California Instidute Of Technology,34.13624,-118.126267
"The University Of California, Los Angeles",34.048051,-118.254187
Yale Univeristy,41.833761,-71.389579
"University Of Washington, Sch Of Marine And Env Affairs",47.603243,-122.330286
Yale School Of The Environment,34.423349,-119.70343
"Board Of Regents, University Of Arizona",33.10529,-110.95925
International Society Of Service Innovation Profes,37.341663,-122.002787
"Hc Simulation, Llc",32.58305,-89.885782
Stevens Institute Of Technology,40.736924,-74.031057
University Of Notre Dame,41.69896,-86.23875
University Of Toledo,41.65992,-83.613859
"University Of Maryland, College Park",38.980858,-76.937979
University Of Pittsburgh,34.714121,-95.850151
University Of Massachusetts Boston,42.31624,-71.03902
University Of New Mexico,35.088192,-106.650945
Texas A&M Agrilife Research,30.620203,-96.342988
Suny At Binghamton,42.08959,-75.96666
"Georgia State University Research Foundation, Inc.",33.754682,-84.38705
Howard University,47.89792,-119.82478
University Of Chicago,41.789579,-87.600926
University Of Utah,40.77695,-111.91684
University Of Alabama Tuscaloosa,33.2089,-87.54746
University Of California-Davis,38.5434,-121.72979
San Diego State University Foundation,32.772246,-117.072375
Cedars-Sinai Medical Center,34.090767,-118.366691
University Of Oklahoma Norman Campus,35.198718,-97.444894
North Dakota State University Fargo,46.89157,-96.80009
Keck Graduate Institute,34.095641,-117.719318
The Salk Institute For Biological Studies,32.88682,-117.24493
Csu Fullerton Auxiliary Services Corporation,33.881155,-117.890533
Saint Louis University,38.636784,-90.23575
University Of Rochester,43.131966,-77.635773
University Of Georgia Research Foundation Inc,33.942658,-83.371139
Long Island University,40.805805,-73.253616
Occidental College,34.048051,-118.254187
Regents Of The University Of Michigan - Dearborn,42.318613,-83.23236
International Research And Exchanges Board Inc.,38.901122,-77.031193
University Of Texas At Dallas,32.781339,-96.799759
Science Education Solutions Inc,35.89012,-106.32911
University Industry Demonstration Partnership,34.013425,-81.029354
Florida Institute Of Technology,28.064434,-80.623062
Cuny City University Of New York,40.712749,-74.005994
Central Michigan University,43.597186,-84.76758
"Innogized Technologies, Inc.",41.513762,-81.665932
Davenport University,42.84992,-85.53023
Education Development Center,42.38995,-71.25756
"Onsystem Logic, Llc",39.250629,-76.787814
St. Norbert College,44.448151,-88.060488
Panda Industries Inc.,26.900703,-80.070389
University Of Rhode Island,41.48604,-71.52866
Baker University,38.782204,-95.18616
"Alsus Medical, Inc.",37.765042,-122.394589
Grid7 Llc,40.051323,-105.186988
Del Mar College,27.764788,-97.406449
"Agrospheres, Inc.",38.069967,-78.487679
Mercy University,41.015044,-73.87034
Morehead State University,38.18143,-83.435528
Sassafras Tech Collective,42.279287,-83.778364
Simpact Co.,39.699942,-105.154129
Tlc Millimeter Wave Products Inc.,44.993635,-93.27704
"Koda Health, Inc.",29.734381,-95.382088
Maryville College,35.752298,-83.963352
"Abram Scientific, Inc.",37.665442,-122.382158
Eden Concepts Llc,35.88535,-84.12551
"Seaspire, Inc.",42.364307,-71.101475
Map Os Llc,47.5691,-122.18314
Enable Therapeutics Llc,42.13102,-71.55133
Neyroblastgx Llc,33.53283,-117.180334
Lewis And Clark Community College,39.542828,-95.053055
Upper Iowa University,41.299418,-91.691697
"Nabla Bio, Inc.",42.374234,-71.039073
Crcl Solutions Llc,38.78947,-77.3463
Blacksand Technology Llc,40.721621,-111.94073
"Vynance Technologies, Llc",44.79778,-106.955072
"Venarum Medical, Llc",40.277302,-74.049582
Suny College At Cortland,42.599395,-76.177883
Providence College,41.84403,-71.438939
Rebel Research Llc,33.789417,-118.372697
"Kinetica Labs, Inc.",42.30028,-83.702647
Irradiant Technologies Inc.,42.379862,-71.108747
Workers First Llc,40.4958,-79.96374
Oculomotor Technologies Inc.,40.354527,-74.613155
"Amberstone Biosciences, Inc.",33.656063,-117.736126
Synaptek Llc,38.015297,-84.412978
Drought Diet Products,36.815885,-119.761078
Kepler Diagnostics Inc.,34.27026,-118.70334
Nanored Llc,43.071915,-89.387073
Curuvar Llc,28.319442,-81.540481
Cuny Graduate School University Center,40.712749,-74.005994
Stl Scientific Llc,34.098838,-118.049827
"Novelty Films, Inc",41.693666,-89.147717
"Active Energy Systems, Inc.",35.87489,-84.10104
Agrafilms Inc,43.05744,-89.47678
Biosapien Inc.,32.88841,-117.22283
"Primetaz, Llc",42.34925,-71.106515
Minnowtech Llc,39.27831,-76.635908
Vianair Inc.,26.22283,-81.811943
"Hummingbird Nano, Inc.",37.86326,-84.57723
Anello Photonics Inc.,37.399249,-121.978968
"Gradient Medical, Inc.",35.772086,-78.859338
"Sitration, Inc.",42.366383,-71.103501
Syzygy Plasmonics Inc,29.596626,-95.371621
"Smart Flip, Inc.",26.000159,-80.127177
Eonix Llc,35.967284,-83.917557
Infrastructure Analytics Company,44.79778,-106.955072
Coreshell Technologies Inc,37.71201,-122.178944
"Natural Nipple Corp., The",28.112477,-80.580156
"Nx Fuels, Inc.",42.30028,-83.702647
"Semiotic Ai, Inc.",37.380135,-122.117895
"1442 S. Fallon Street, Llc",39.952756,-75.166853
Atolla Tech Llc,40.65835,-73.63691
"Fluidform, Inc.",42.385927,-71.264181
"Mfb Fertility, Inc.",40.0168,-105.225942
"Etalyc, Inc.",41.998485,-93.634726
"Power For Humanity, Inc.",42.979371,-78.799018
"Jet-Set Offset, Llc",44.21445,-69.06592
Stellate Dna Llc,42.375504,-71.147114
"Modular Matter, Inc.",39.286633,-76.619602
Zitechnologies Inc.,47.127158,-88.572552
Silartek Llc,42.531713,-71.734274
Rotoye Llc,33.933833,-84.481763
Sugarcube Systems,44.590911,-123.29951
Meedan Labs,37.789617,-122.400386
Desert Valley Tech Inc.,33.581186,-111.913618
"Direct Combustion Technologies, Llc",30.378444,-91.199297
"Solestial, Inc.",33.34715,-111.89974
Wicked Co-Op Lca,47.686428,-122.345563
"Caribou Biofuels, Inc.",37.779238,-122.419359
"Lucendi, Inc.",34.047825,-118.442499
Summary Analytics Inc.,47.670905,-122.33505
Phosio Corporation,44.58004,-123.24187
Ecosystemone Llc,37.405759,-122.095114
Recurrent Motors Inc.,47.600196,-122.331261
"Nanopattern Technologies, Inc.",41.87464,-87.68281
Indiana University–Purdue University Indianapolis,39.768602,-86.16166
"Niche Biomedical, Inc.",34.058085,-118.445121
Insightfinder Inc.,40.668699,-73.976096
Umd And Serc,33.813081,-116.963661
Victoria University Of Wellington,-41.28559,174.77672
Deeps Brown University,30.618389,-96.345485
"Pincus, Lauren Nicole",35.464095,-78.189688
University Of Michigan Museum Of Paleontology,42.402831,-82.918486
Eugenia Hyung,29.690755,-95.219689
University Of Lethbridge,49.676804,-112.8636
"Lusk, Alexander Dmitri",43.074937,-89.399005
"Sclafani, Judith A",42.100202,-72.548024
"Cryodesalination, Llc",29.684532,-95.471598
Rehabilitation Institute Of Chicago,41.894013,-87.618435
"Junebrain, Inc.",39.263518,-76.61629
George C. Wallace State Community College-Hanceville,34.059158,-86.768348
Hurricane Island Foundation,38.431782,-82.019301
Presbyterian College,34.46498,-81.879133
Snow College,39.361081,-111.583032
Stone Child College,48.289865,-109.870216
"Pomodyne, Inc.",37.47787,-122.142658
Esens Llc,41.26923,-81.46141
City Colleges Of Chicago,41.885423,-87.626629
Mercyhurst University,42.1036,-80.052353
"Learnics, Llc",40.653424,-75.264499
International Computer Science Institute,37.87007,-122.268629
Georgia Biomedical Partnership,33.781144,-84.383726
Dakota County Technical College,44.73722,-93.07768
"Limitless Vistas, Inc",29.940335,-90.072831
"Deepsim, Inc.",37.404628,-122.103667
Digital World Biology,47.672163,-122.389718
Heartland Community College,40.532988,-89.014771
Owensboro Community & Technical College,43.073343,-75.287794
Teachers Development Group,45.504624,-122.655149
North Iowa Area Community College,43.15271,-93.202727
City College Of San Francisco,37.724733,-122.449492
Prince George's Community College,38.88906,-76.82478
Current Surgical Inc.,38.94014,-77.01814
Southside Virginia Community College,36.863523,-77.886619
Community College Of Allegheny County Allegheny Campus,40.449913,-80.015492
Kentucky Community & Technical College System,38.058869,-84.727788
Robeson Community College,34.677104,-79.006437
Durham Technical Community College,35.995039,-78.900646
Marley Environmental Inc,41.7831,-72.87209
Contra Costa Community College District,38.019103,-122.135394
Lake Washington Institute Of Technology,41.397607,-96.208061
Compton College,33.895975,-118.225404
Montgomery County Community College,40.176645,-75.277202
Nurture Nature Center,38.27096,-104.67432
"Center For Coastal Studies, Inc.",42.050939,-70.191843
"Chs Healthcare Ventures, Inc",33.77486,-84.28765
Sears Scientific Consulting Llc,45.429693,-122.496864
"Green Sun Medical, Llc",40.596554,-105.071906
Allan Hancock College,34.953073,-120.435967
Massachusetts Bay Community College,42.296622,-71.292875
Eastern Iowa Community College,41.522416,-90.577046
San Diego Society Of Natural History,32.732096,-117.147344
"Cruz Foam, Inc.",36.988118,-122.035867
Mclean Hospital,38.934035,-77.177356
Imvela Corp.,40.698172,-73.97122
Forsyth Technical Community College,36.068759,-80.271621
Tunxis Community-Technical College,41.70503,-72.87851
Carnegie Institute,40.443282,-79.950092
College Of Saint Benedict/Saint John's University,34.412459,-119.855394
Endeavos Innovations Inc,42.8905,-73.78165
Belmont University,36.13316,-86.79553
Cocopie Llc,37.448482,-122.118633
Central College Of Iowa,41.408058,-92.916456
"Department Of Anthropology, University Of Utah",34.412025,-119.848891
Fashion Institute Of Technology,43.0849,-77.67451
University Of California,41.924799,-87.700436
"Rutgers University, Newark",40.732996,-74.062937
Science History Institute,40.424992,-79.996376
"Ali, Omer",36.010035,-78.92203
New York University School Of Law,41.042003,-73.748969
Indiana University-Bloominton,39.166596,-86.534885
University Of Missouri Research Reactor,38.95155,-92.328625
Wheaton College,41.869737,-88.100675
Lucata Corporation,40.755101,-73.990978
"Optisort, Llc",42.139466,-76.806403
Clinton College,34.923685,-81.026183
Macaulay Honors College Foundation,40.712749,-74.005994
Department Of Commerce Office Of Secretary,38.89265,-77.03282
Institute For Learning Innovation,45.56414,-122.69586
Montana State University - Billings,45.797527,-108.520843
University Of Minnesota-Twin Cities,44.97509,-93.22402
Fred Hutchinson Cancer Research Center,47.627617,-122.331159
"Allbeams, Inc.",30.33655,-81.674375
Northwest Missouri State University,40.348804,-94.872853
"Envision Endoscopy, Inc.",42.390452,-71.263125
American Society For Cell Biology,39.047825,-77.127443
Tethys Research Llc,44.82761,-68.83523
"Stemed, Llc",33.717443,-117.761732
"Biotech Naturale, Inc",46.716319,-117.191918
"Construkts, Inc.",38.980981,-77.028048
Super.tech Labs Inc.,41.798123,-87.58597
"Filmmakers Collaborative, Inc.",42.45562,-71.064477
Universities Research Association Inc,38.90494,-77.043754
Sequegenics Llc,33.841097,-84.162767
"Phenotarget Biosciences, Inc.",33.07706,-117.05116
"Strange Development, Inc.",42.68687,-83.79034
Engineering Technologies Llc,26.655895,-80.065184
Generate Llc,42.352665,-71.083879
"Contextualize, Llc",39.613971,-105.01953
Prisam Llc,43.13553,-77.6718
Precision Neuroscopics,40.446274,-79.947922
Revmedica Inc.,41.559468,-72.651135
Siev Technologies Llc,36.042991,-94.167921
Lisa Health Inc.,39.21169,-111.019659
"Tjb Medical, Inc.",45.16185,-93.21868
Nitricity Inc.,37.502641,-121.95288
Sequitur Health Corp,33.596102,-111.80433
"Galaxy Therapeutics, Llc",37.420208,-121.888517
"Phoresis, Inc.",40.345255,-74.63669
"Infinifluidics, Inc.",39.941624,-75.200002
Ortuvo Llc,39.279622,-76.629677
Roosense Llc,41.123643,-81.656349
"Ambots, Inc.",36.139603,-94.150338
"Neurologic Solutions, Inc.",38.915459,-77.1647
Kovadx Inc,41.315137,-72.905295
Innsightful Inc.,37.354744,-122.040914
Susteon Inc.,35.835685,-78.815186
Precision Theranostics Inc,39.285925,-76.605533
"Respira Labs, Inc.",37.402875,-122.110615
Frugi Biotechnology Inc.,42.04388,-93.62847
"Brimstone Energy, Inc.",37.805306,-122.27058
"Paramita Therapeutics, Inc.",32.807554,-117.158452
Additive Manufacturing Innovations Llc,44.668342,-74.97966
Mic Monitor Llc,41.123643,-81.656349
"Talus Bioscience, Inc.",47.607253,-122.310046
Verboso Llc,40.266419,-75.846062
"Edumd, Llc",39.300791,-76.592
Intellerce Llc,37.309689,-121.950481
"Spherofill, Llc",33.386938,-81.71314
Singleto2 Therapeutics Llc,40.711912,-74.360994
"Rodriguez-Casariego, Javier A",25.890538,-80.186485
Hermes Life Sciences Ltd,39.059844,-77.111806
"Cypris Materials, Inc.",37.716721,-122.179486
Supranational Llc,42.360048,-71.066239
Valgotech Llc,39.950905,-86.040349
Cordance Medical Inc.,37.414314,-122.099243
"Serinus Labs, Inc.",37.872024,-122.267503
Andluca Technologies Inc.,40.325026,-74.648104
Caira Surgical Corporation,40.737443,-73.994482
"Kaleido, Inc.",35.777111,-78.640032
Langinnov,40.719535,-73.994081
Polylux Llc,41.07236,-81.5195
Synopic Inc.,29.734381,-95.382088
"Qdir, Inc.",41.831496,-87.62848
"Spinex, Inc.",34.23731,-118.55834
Ossillate Inc.,32.668233,-85.48858
Swift Solar Inc.,37.497,-122.24343
Tartan Llc,32.72545,-117.167414
"Fortiphyte, Inc.",37.98772,-122.328671
"Modular Science, Inc.",37.767372,-122.430559
"Heirloom Carbon Technologies, Inc.",37.686178,-122.400595
"Mount Mary University, Inc.",43.072245,-88.031303
"Medecipher, Inc.",39.770745,-104.978806
"Pazol, Jessika",26.16611,-98.155126
Georgia Research Alliance,33.762006,-84.388167
"Camacho-Berrios, Adrian",42.902154,-82.49091
"Institute For Protein Innovation, Inc.",42.33842,-71.10384
Pbs Foundation,38.86206,-77.05027
Universidad Del Turabo,18.211429,-65.898255
New Mexico Museum Of Natural History Foundation,35.098146,-106.665561
Predicor Llc,41.501784,-81.975945
"Shumla School Inc, The",29.68762,-101.175898
Coral Reef Research Foundation,32.840595,-117.099195
Alaska Conservation Foundation,61.213833,-149.907142
American Modeling Teachers Association,38.540019,-121.438234
College Of Alameda,37.780851,-122.279386
West Los Angeles College,34.004434,-118.387664
The High Desert Museum,44.03266,-121.308549
Wnet,40.762141,-73.986726
California Science Center Foundation,34.048051,-118.254187
Giant Screen Films,42.047918,-87.684195
Sarah Lawrence College,38.967523,-95.235917
Wofford College,34.949572,-81.931681
Fund For The City Of New York,40.724081,-74.005058
