INSTNM,INSTURL
Chamberlain University-Nevada,https://www.chamberlain.edu/
Chamberlain University-Michigan,https://www.chamberlain.edu/
Chamberlain University-New Jersey,https://www.chamberlain.edu/
Paul Mitchell the School-Madison,paulmitchell.edu/madison
The University of Tennessee Health Science Center,www.uthsc.edu/
Unitech Training Academy-New Orleans,www.unitechta.edu/
Wade Gordon Hairdressing Academy-Lubbock,wadegordonacademy.com/
Protege Academy,www.protegeacademy.com/
Emory University-Oxford College,www.oxford.emory.edu/
The Chicago School at Xavier University of Louisiana,https://www.thechicagoschool.edu/in-the-community/locations/
Southern Regional Technical College,southernregional.edu/
Texas College of Cosmetology-Lubbock,www.texascollegecosmetology.com/
Fortis College-Cuyahoga Falls,https://www.fortis.edu/
Jones Technical Institute,www.jtech.org/
Texas State Technical College,www.tstc.edu/
Aveda Institute Portland-Vancouver Campus,avedapdx.com/
Arizona College of Nursing-Las Vegas,https://www.arizonacollege.edu/
Florida Career College-Pembroke Pines,https://www.floridacareercollege.edu/
Florida Career College-West Palm Beach,https://www.floridacareercollege.edu/
Florida Career College-Hialeah,https://www.floridacareercollege.edu/
Florida Career College-Lauderdale Lakes,https://www.floridacareercollege.edu/
Florida Career College-Tampa,https://www.floridacareercollege.edu/
Florida Career College-Jacksonville,https://www.floridacareercollege.edu/
Florida Career College-Boynton Beach,https://www.floridacareercollege.edu/
Florida Career College-Margate,https://www.floridacareercollege.edu/
Florida Career College-Orlando,https://www.floridacareercollege.edu/
UEI College-Phoenix,https://www.uei.edu/
Florida Career College-Houston,https://www.floridacareercollege.edu/
Aveda Institute-Madison,www.ibw.edu/
Husson University,www.husson.edu/
Tricoci University of Beauty Culture-Elgin,www.tricociuniversity.edu/
Concorde Career College-Southaven,https://www.concorde.edu/campus/southaven-mississippi
Universal Technical Institute-Southern California,https://www.uti.edu/
Northwest University-Center for Online and Extended Education,www.northwestu.edu/
Celebrity Barber School,www.celebritystylistbeautyschool.com/
California Institute of Advanced Management,www.ciam.edu/
Academy of Interactive Entertainment,lafayette.aie.edu/
The Temple Annapolis-A Paul Mitchell Partner School,paulmitchell.edu/annapolis
Yeshiva Zichron Aryeh,https://yeshivazichronaryeh.com/
Butte County Regional Occupational Program,cte.bcoe.org/
Arclabs,https://www.arclabs.edu/
Top of the Line Barber College,www.topofthelinebarbercollege.edu/
Midfield Institute of Cosmetology,https://midfieldic.edu/
American Institute of Alternative Medicine,massageschoolnewjersey.com/
Felbry College,felbrycollege.edu/
Regional Center for Border Health,www.rcbh.edu/index.html
Kentucky Horseshoeing School,khs.edu/
Image Maker Beauty Institute,https://www.imagemakerbeauty.com/
Dalton Institute of Esthetics and Cosmetology,www.daltoninstitute.com/
CAAN Academy of Nursing,caanacademy.org/
Martinsburg College,www.martinsburgcollege.edu/
Alhambra Medical University,www.amu.edu/
Central Yeshiva Beth Joseph,https://centralyeshivabethjoseph.com/
Garden State Science and Technology Institute,https://www.gssti.edu/
Barber Tech Academy,www.barbertechacademy.com/
Abraham Lincoln University,https://www.alu.edu/
Med College,www.medcollege.edu/
Sonoran Desert Institute,https://www.sdi.edu/
Natural Images Beauty College,natural-images-bc.com/
Textures Institute of Cosmetology,texturesinstitute.org/
Williams Technical College,https://www.williamstechnicalcollege.com/
PiBerry Institute,https://www.piberry.edu/
Ea La Mar's Cosmetology & Barber College,https://www.ealamarscollege.com/
Regina Webb Academy,reginawebbacademy.com/
DeHart Technical School,www.deharttech.edu/
Medical Career & Technical College,www.medicalcareerandtechnicalcollege.edu/
Center for Neurosomatic Studies,https://cns.edu/
Focus Personal Training Institute,www.fpti.edu/
Hair Academy School of Barbering & Beauty,hairacademysbb.edu/
Fosbre Academy of Hair Design,www.fosbre-academy.com/
National Personal Training Institute,nptiflorida.edu/
Mission Beauty Institute,www.missionbeautyinstitute.com/
Elim Bible Institute and College,https://elim.edu/
Beth Medrash of Asbury Park,https://baismedrashzichronmeir.com/
Hope College of Arts and Sciences,hcas.edu/
Yeshiva Gedolah Shaarei Shmuel,https://yeshivagedolahshaareishmuel.com/
Premier Barber Institute,www.premierbarberinstitute.com/
International Beauty Education Center,spokanebeautyschool.com/
Claremont Lincoln University,https://claremontlincoln.edu/
Phipps Academy of Barbering,www.phippsacademy.com/
Hoss Lee Academy,hossleeacademy.com/
Indiana Wellness College,https://www.indianawellnesscollege.edu/
Kenny's Academy of Barbering,kennysacademy.com/
Seattle Film Institute,https://www.sfi.edu/#fronttable
Arkansas Colleges of Health Education,achehealth.edu/
Burrell College of Osteopathic Medicine,https://burrell.edu/
California College of Music,https://ccmla.edu/
California Health Sciences University,https://chsu.edu/
Christian Culinary Academy,https://www.christianculinary.org/
Glitz School of Cosmetology,www.glitz.edu/
Indiana Wesleyan University-National & Global,https://www.indwes.edu/
NationsUniversity,https://www.nationsu.edu/
Northeast Lakeview College,www.alamo.edu/nlc
Paul Mitchell the School-Jessup,https://paulmitchell.edu/jessup
John Patrick University of Health and Applied Sciences,https://jpu.edu/
University of Saint Katherine,www.usk.edu/
Teachers College of San Joaquin,www.teacherscollegesj.edu/
U.S. Truck Driver Training School,https://ustdts.edu/
University of the People,www.uopeople.edu/
South Dade Technical College-South Dade Skills Center Campus,www.southdadetech.edu/
Wongu University of Oriental Medicine,www.wongu.edu/
Alabama School of Nail Technology & Cosmetology,www.asntc.edu/
Tulsa Technology Center,https://tulsatech.edu/
Ross Medical Education Center-Elyria,https://rosseducation.edu/
Ross Medical Education Center-Lafayette,https://rosseducation.edu/
Ross Medical Education Center-Midland,https://rosseducation.edu/
Paul Mitchell the School-Clear Lake,paulmitchell.edu/clearlake
Paul Mitchell the School-Nampa,paulmitchell.edu/nampa
Academy of Beauty Professionals,https://www.academyofbeautyprofessionals.com/
Academy of Beauty Professionals,https://www.academyofbeautyprofessionals.com/
Academy of Beauty Professionals,https://www.academyofbeautyprofessionals.com/
Kenneth Shuler School of Cosmetology-Goose Creek,www.kennethshuler.com/
Clovis Community College,www.cloviscollege.edu/
Boca Beauty Academy-Parkland,www.bocabeautyacademy.edu/
American Beauty Academy-West Valley Campus,americanbeautyutah.com/
Caribbean Aviation Training Institute Inc,www.caribav.com/
The College of Health Care Professions-McAllen Campus,www.chcp.edu/
Institute of Buddhist Studies,www.shin-ibs.edu/
Chamberlain University-North Carolina,https://www.chamberlain.edu/
Chamberlain University-California,https://www.chamberlain.edu/
Spartan College of Aeronautics and Technology,www.spartan.edu/
Purdue University Global,https://www.purdueglobal.edu/
Pima Medical Institute-Dillon,https://pmi.edu/
Arthur's Beauty College,www.arthursbeautycollege.com/
West Coast University-Center for Graduate Studies,https://westcoastuniversity.edu/
Carolina University,https://www.carolinau.edu/
National Personal Training Institute-Tampa,nptiflorida.edu/npti-tampa/
Presbyterian Theological Seminary in America,ch.ptsa.edu/en
HCI College,www.hci.edu/
America Evangelical University,www.aeu.edu/
Gadsden Technical College,www.gadsdentech.org/
Virginia University of Integrative Medicine,www.vuim.edu/
Nashville Film Institute,nfi.edu/
Los Angeles Academy of Figurative Art,laafa.edu/
Westcliff University,www.westcliff.edu/
World Class Academy of Beauty Careers,https://www.worldclassacademybeautycareers.com/
Allied Health Careers Institute,www.ahci.edu/
Sacramento Ultrasound Institute,sui.edu/
Regan Career Institute,rci.edu/
Bolivar Technical College,www.bolivarcollege.edu/
MAK Beauty Institute,www.makbeautyinstitute.com/
Reformed University,runiv.edu/
Mobile Technical Training,www.mobiletechtraining.com/
American Barber and Beauty Academy,americanbarberbeauty.com/
Master's Barber & Styling College,mastersbarbercollege.edu/
Yeshiva Shaar Ephraim,shaarephraim.org/
California Institute of Arts & Technology,www.ciat.edu/
Elite Cosmetology Barber & Spa Academy,elitecbsacademy.com/
Cutting Edge Academy,www.cuttingedgeacademynj.com/
Yeshiva Bais Aharon,https://www.yeshivabaisaharon.com/
Mechon L'hoyroa,https://www.mechonlhoyroa.com/
Elyon College,elyon.edu/
Western Michigan University Homer Stryker M.D. School of Medicine,wmed.edu/
Harmony Health Care Institute,www.harmony-health.org/
American Beauty Schools,www.americanbeautyschools.com/
Hogan Institute of Cosmetology and Esthetics,www.hoganice.edu/
J's Barber College,jsbarbercollege.com/
Ann Webb Skin Institute,awskininstitute.com/
Apex Academy Hair Skin Nails School of Cosmetology,https://www.apexacademy2013.com/
The Esthetic Institute,estheticinstitute.com/
Massage Institute of Memphis,www.themassageinstitute.com/
Metro Detroit Barber College,mdbcollege.org/
Digital Media Institute,www.dmi.edu/
Yeshiva Ohr Naftoli,https://www.yeshivaohrnaftoli.com/
Bais Medrash Mayan Hatorah,https://baismedrashmayanhatorah.com/
Allgood Beauty Institute,allgoodbeauty.com/
Ray J's College of Hair,www.rayjscollegeofhair.info/
Manuel and Theresa's School of Hair Design,www.manuelandtheresasschoolofhair.com/
Cincinnati School of Barbering & Hair Design,cincinnatischoolofbarbering.com/
L Makeup Institute,lmi.edu/
Peloton College,pelotoncollege.edu/
Northern Technical College,www.northerntechnicalcolleges.com/
Maine Media College,https://www.mainemedia.edu/college/
Purdue University Northwest,www.pnw.edu/
Ross Medical Education Center-Portage,https://rosseducation.edu/
Ross College-Canton,https://rosseducation.edu/
Ross College-Grand Rapids North,https://rosseducation.edu/
American Institute-Somerset,www.americaninstitute.edu/
Platt College-Anaheim,www.plattcollege.edu/
Advantage Career Institute,www.aci.edu/
Bull City Durham Beauty and Barber College,www.bullcitybarbercollege.com/
Fortis College-Cutler Bay,https://www.fortis.edu/
Yeshiva Kollel Tifereth Elizer,https://www.yeshivakolleltiferethelizer.com/
Strand Institute of Beauty & Esthetics,thestrandinstitute.edu/
Arkansas Welding Academy,https://arkansasweldingacademy.edu/
Unitech Training Academy-Baton Rouge,www.unitechta.edu/
Empire Beauty School-Tampa,www.empire.edu/
Empire Beauty School-Lakeland,www.empire.edu/
Galen College of Nursing-ARH,www.galencollege.edu/nursing-programs/hazard/
The Chicago School at San Diego,https://www.thechicagoschool.edu/in-the-community/locations/
Commercial Divers International,commercialdiversinternational.edu/
Tricoci University of Beauty Culture-Janesville,www.tricociuniversity.edu/
Unlimited Cosmetology School,www.unlmtdcosmetologyschoolms.com/
Johnny Matthew's Hairdressing Training School,www.johnnymatthews.com/
The Culinary School of Fort Worth,https://www.csftw.edu/
Centralia Beauty College,www.centraliabeautycollege.com/
University of Wisconsin-Milwaukee Flex,https://flex.wisconsin.edu/
University of Wisconsin-Parkside Flex,https://flex.wisconsin.edu/
Miller-Motte College-STVT-Arlington,https://www.stvt.edu/
Bnos Zion Of Bobov Seminary,https://www.bnoszionbobov.com/
ABC Adult School,https://www.abcadultschool.edu/
Polytech Adult Education,www.polytechworks.com/
California Institute of Medical Science,cims.edu/
Union Bible College,https://ubca.org/
Pets Playground Grooming School,www.petsplayground.edu/
San Bernardino Beauty College,barber-beautycollege.com/
Christina and Company Education Center,www.ccedcenter.com/
Institute of Medical Ultrasound,www.imu.edu/
Mystros Barber Academy,https://mystrosbarberacademy.org/
European Medical School of Massage,emsom.edu/
Yeshiva Gedolah Tiferes Boruch,https://yeshivagedolahtiferesboruch.com/
Yeshiva Chemdas Hatorah,www.yeshivachemdashatorah.com/
Women's Institute of Torah Seminary and College,www.wits.edu/
Yeshiva Gedolah Keren Hatorah,https://yeshivagedolahkerenhatorah.com/
ICOHS College,https://icohs.edu/
Neo-Esthetique European Institute,www.institutoneo.com/
Lehigh Valley Barber School,www.lehighvalleybarberschool.com/
International Barber College,internationalbarber.net/
Brown Beauty Barber School,brownbeautybarberschool.edu/
Rexburg College of Massage Therapy,rexburgcmt.com/
Yeshiva Gedolah of Cliffwood,https://yeshivagedolahcliffwood.com/
Goshen School of Cosmetology,https://www.goshenschoolofcosmetology.co/
IBS School of Cosmetology and Massage,ibs-hi.com/
UR Beauty & Barber Academy,urbeautybarber.vpweb.com/
Urban Barber College,https://urbanbarbercollege.com/
Yeshivas Emek Hatorah,yeshivasemekhatorah.com/
Transitions Career Institute School of Nursing,tcilpn.org/
Wilton Simpson Technical College,hernandoschools.org/schools/stc
Stacey James Institute,www.staceyjamesinstitute.com/
Meridian University,https://meridianuniversity.edu/
Seminary Bnos Chaim,www.seminarybnoschaim.com/
Avenue Academy A Cosmetology Institute,www.theavenueacademy.com/
Salon Professional Academy of San Antonio,www.tspasanantonio.com/
Red Lake Nation College,www.rlnc.education/
Princess Institute of Beauty,www.piofb.com/
Vogue International Academy,www.vogueinternationalacademy.com/
Independent Training & Apprenticeship Program,www.itap.edu/
Victory Career College,victorycareercollege.edu/
Winonah's International School of Cosmetology,www.winonah.net/
Yeshiva Gedola Tiferes Yerachmiel,https://yeshivagedolatiferesyerachmiel.com/
Southeastern Esthetics Institute,https://www.seestheticsinstitute.com/
Installer Institute,installerinstitute.edu/
Caris College,www.cariscollege.edu/
Contra Costa Medical Career College,www.ccmcc.edu/
Another Level Barbering and Cosmetology School,www.albcschool.edu/
The Salon Professional Academy-Georgetown,www.tspageorgetown.com/
Elite Academy of Hair Design,www.eliteacademyofhairdesign.com/
Americare Technical School,https://www.americaretech.com/
Champion Christian College,champion.edu/
Chicago Professional Center,www.chicagoprofessionalcenter.com/
D&S School of Cosmetology,dandsschoolofcosmetology.com/
DSDT,https://dsdt.edu/
Elite Beauty College,https://ebcollege.net/student-handbook/student-handbook/
Reiss-Davis Graduate School,https://www.reissdavis.edu/
GoodFellas Barber College,www.gfbc.edu/
Escondido Adult School,www.escondidoadultschool.org/
Poway Adult School,www.powayadultschool.com/
Vista Adult School,vistaadultschool.org/
The Salon Professional Academy-Delray Beach,www.tspadelraybeach.com/
No Grease Barber School,www.nogreasebarberschool.com/
Pima Medical Institute-San Marcos,https://pmi.edu/
EDP University of Puerto Rico-Villalba,www.edpuniversity.edu/
The Chicago School at Dallas,https://www.thechicagoschool.edu/in-the-community/locations/
American Massage & Bodywork Institute,www.ambi.edu/
KCK Beauty & Barber Academy,www.kckbbacademy.org/
California College of Barbering and Cosmetology,calcbc.com/
Texas Tech University Health Sciences Center-El Paso,elpaso.ttuhsc.edu/
Ponce Health Sciences University-Centro Universitario de San Juan,https://www.psm.edu/
The College of Health Care Professions-South San Antonio,chcp.edu/
Innovate Salon Academy,innovatesalonacademy.com/
Chamberlain University-Louisiana,https://www.chamberlain.edu/
Drury University-College of Continuing Professional Studies,www.drury.edu/go/
Global Medical & Technical Training Institute,www.gmtti.edu/
Salon Success Academy-West Covina,www.salonsuccessacademy.com/
Indiana Institute of Technology-College of Professional Studies,cps.indianatech.edu/
Advantage Technical College,https://www.adtecpr.com/
Institute of Culinary Education,https://www.ice.edu/losangeles
Universal Technical Institute-Bloomfield,www.uti.edu/
Gould's Academy,gouldsacademy.com/
Urban Academy of Beauty,paulmitchell.edu/albuquerque
WellSpring School of Allied Health-Springfield,www.wellspring.edu/
Medical Career College of Northern California,https://medicalcareercollege.edu/
Premiere International College,picollege.edu/
San Diego Global Knowledge University,https://sdgku.edu/
Global Tech College,https://www.globaltech.edu/
Crown Cutz Academy Bristol,www.bristolschoolofhairdesign.com/
MCI,www.mcallencareersinstitute.edu/
Central Pennsylvania Diesel Institute,www.cpdiesel.com/
Bellasa Professional Institute,www.bellasa.edu/
PMCA Pittsburgh Multicultural Cosmetology Academy,pmcapgh.com/
Health and Technology Training Institute,https://www.httiphila.org/
Yeshiva of Ocean,yeshivaofocean.com/
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,yeshivaaleksander.org/
Young Americans College of the Performing Arts,https://www.yacollege.edu/
Pro Beauty Academy,www.probeautyacademy.com/
South Eastern Beauty Academy,southeasternbeautyacademy.com/
Ohel Margulia Seminary,ohelmarguliaseminary.com/
Montana Barber Institute,www.montanabarberinstitute.com/
Yeshivat Hechal Shemuel,hechalshemuel.com/
Professional University Dr. Carlos J. Borrero Rios,https://upcjbr.university/
American Institute of Healthcare & Technology,https://www.aiht.edu/
Premier Academy of Cosmetology,https://premiercosmo.com/
Yeshiva Gedolah of Woodlake Village,yeshivaohrzechariah.com/
Yeshiva Gedola Tiferes Yaakov Yitzchok,yeshivatyy.com/
Houston Barber School,www.htxbarberschool.com/
Health-Tech Institute of Memphis,www.htim.edu/
MIXED Institute of Cosmetology & Barber,mixed.institute/
Vski Cosmetology School,www.vskicosmetology.com/
New York Seminary,thenyseminary.com/
Deluxe Barber College,www.deluxebarbercollege.com/
Falcon Institute of Health and Science,www.falconihs.com/
College Unbound,collegeunbound.edu/
Midwest Barber College,www.midwestbarbercollege.com/
A Better U Beauty Barber Academy,https://abuacademy.com/
SANS Technology Institute,www.sans.edu/
Tuana European Beauty Academy,www.tuanaacademy.com/
Idaho College of Osteopathic Medicine,https://www.icom.edu/
Cal Northern School of Law,https://www.calnorthern.edu/
College of Athens,https://collegeofathens.edu/
Southern Careers Institute-Waco,www.scitexas.edu/
Elevate Salon Institute,www.esidurham.com/
Ponce Health Sciences University-St Louis,stlouis.psm.edu/#
Lil Lou's Beauty and Barber College-Hammond,www.lillousbeautyandbarbercollege.com/
Arizona College of Nursing-Dallas,https://www.arizonacollege.edu/
The Salon Professional Academy-Washington DC,www.tspadc.com/
Valley College-Cleveland,www.valley.edu/
EDP University of Puerto Rico-Humacao,www.edpuniversity.edu/
EDP University of Puerto Rico-Manati,www.edpuniversity.edu/
UEI College-Sacramento,https://www.uei.edu/
Fortis Institute-Cookeville,www.fortis.edu/
Derech Hachaim Seminary,derechhachaimseminary.com/
Evvaylois Academy School of Beauty,https://www.evvayloisschoolofbeauty.com/
Avenue Five Institute-South Austin Campus,www.avenuefive.edu/
Sattler College,https://sattler.edu/
Glasgow Caledonian New York College,www.gcnyc.edu/
Pima Medical Institute-San Antonio,https://pmi.edu/
Faith Theological Seminary and Christian College,www.ftscc.org/
The Southwestern Baptist Theological Seminary,swbts.edu/
Lotus Professional College,lotus.edu/
Christ Mission College,cmctx.edu/
Esteem Academy of Beauty,www.esteem-academy.com/
KC Beauty Academy,www.kcbeautyacademy.com/
Urshan College,urshancollege.org/
Texas Healthtech Institute,www.txinstitute.edu/
Xtylo Beauty College,www.xtylocollege.com/
Tonsorial Arts Barber College,https://www.tonsorialartsbarbercollege.com/
Michael's Barber & Hair Stylist Academy,barberstylistacademy.com/
Yeshiva Yesoda Hatorah Vetz Chaim,yeshivayh.org/
North-West College-San Diego,nw.edu/
West Virginia Junior College-United Career Institute,unitedcareer.edu/
Aviation Institute of Maintenance-Charlotte,https://aviationmaintenance.edu/campuses/charlotte-nc
Ponce Health Sciences University-East,https://www.psm.edu/
Fortis College-Landover,www.fortis.edu/
Stautzenberger College-Rockford Career College,https://www.rockfordcareercollege.edu/
WellSpring School of Allied Health-Wichita,www.wellspring.edu/
Access Careers-Islandia,www.accesscareers.net/
Northern Pennsylvania Regional College,https://regionalcollegepa.org/
Apex College of Veterinary Technology,https://www.apexcvt.edu/
Meryma'at Barber College,https://www.merymaatbarbercollege.com/
Western Maricopa Education Center,https://west-mec.edu/findyourhappy
Bais Medrash of Dexter Park,https://bmdpark.com/
Makana Esthetics Wellness Academy,https://makanaacademy.edu/
Oak Valley College,https://oakvalley.edu/
Paul Mitchell the School-San Jose,https://paulmitchell.edu/sanjose
Zion Massage College,www.zmc.edu/
Great Lakes Boat Building School,www.glbbs.edu/
Austin Career Institute,https://www.austincareerinstitute.edu/
Professional Culinary Academy,professionalculinaryacademy.com/
Pacific Northwest Christian College,https://www.pnwcc.edu/
Hollywood Cultural College,www.hccollege.edu/
Mariano Moreno Culinary Institute,www.mmci.edu/
Alder Graduate School of Education,https://aldergse.edu/
Webb's Barber School of Arts,https://webbsbarberschoolofarts.com/
Adrian H. Wallace Barber Academy,https://www.ahwbarberacademy.com/
St. Louis Med Tech,www.stlmedtech.org/
Total Beauty Institute,https://totalbeautyinstitute.com/
Pearlands Innovative School of Beauty,www.pearlandinnovative.com/
Durant Institute of Hair Design,https://www.durantinstituteofhairdesign.com/
Premiere Aesthetics Institute,www.premiereaestheticsinstitute.com/
California Indian Nations College,https://cincollege.org/
Indian Bible College,https://www.indianbible.org/
Florida Professional Institute,www.fpi.edu/
The Professional Cosmetology Academy,https://www.tpcalaredo.com/
Hackensack Meridian School of Medicine,www.hmsom.org/
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,https://www.hairlabdetroitbarberschool.com/
Paul Mitchell the School-North Tahoe,https://paulmitchell.edu/northtahoe
Paul Mitchell the School-Fort Lauderdale,https://paulmitchell.edu/fortlauderdale
PCI Academy-Iowa City,https://www.pci-academy.com/
Larry's Barber College,https://www.larrysbarbercollege.com/
Paul Mitchell the School-Provo,https://paulmitchell.edu/provo
Arizona College of Nursing-Tampa,https://www.arizonacollege.edu/
Arizona College of Nursing-Fort Lauderdale,https://www.arizonacollege.edu/
Arizona College of Nursing-Tucson,https://www.arizonacollege.edu/
Arizona College of Nursing-Phoenix,https://www.arizonacollege.edu/
Empire Beauty School-Newport News,https://www.empire.edu/
Tricoci University of Beauty Culture-Normal,https://www.tricociuniversity.edu/
Elite Welding Academy,https://www.eliteweldingacademy.com/
Paul Mitchell the School-Murfreesboro-Nashville,https://nashville.paulmitchell.edu/
Dorsey College-Woodhaven,https://www.dorsey.edu/
Pathways College,https://www.pathwayscollege.edu/
San Joaquin Valley College-Delano,https://www.sjvc.edu/
San Joaquin Valley College-Rancho Mirage,https://www.sjvc.edu/
San Joaquin Valley College-Santa Maria,https://www.sjvc.edu/
Advantage Technical College-Aguadilla,https://www.adtecpr.com/
San Joaquin Valley College-Porterville,https://www.sjvc.edu/
California University of Science and Medicine,https://www.cusm.org/
Ruben's Five Star Academy,https://rubens5staracademy.com/
Mason Anthony School of Cosmetology Arts & Sciences,https://www.masonanthony.com/
California Institute of Arts & Technology-National City,https://www.ciat.edu/
Triangle Tech-Chambersburg,https://triangle-tech.edu/
Provo College-Idaho Falls Campus,https://www.eaglegatecollege.edu/
Eagle Gate College-Boise Campus,https://www.eaglegatecollege.edu/
Elite Welding Academy South Point,https://www.eliteweldingacademy.com/
Agape College of Business and Science,https://www.acbscollege.org/
Zorganics Institute of Beauty and Wellness,https://www.zorganicsinstitute.edu/
Daybreak University,daybreak.edu/
Motion Picture Institute,https://www.motionpicture.edu/
Zen Shiatsu Chicago,www.zenshiatsuchicago.org/
The  Salon Professional Academy of Holland,www.tspaholland.com/
Dymond Designs Beauty School,https://ddbs.edu/
National Institute for Medical Assistant Advancement (NIMAA),https://www.nimaa.edu/
California Northstate University,www.cnsu.edu/
Antigua College International,www.antigua.edu/
Burlington County Institute of Technology-Adult Education,www.bcit.cc/adulted
Sri Sai Krish Institute,www.sskinstitute.org/
Riggins Urban Barber College,www.rigginsurbanbarbercollegellc.com/
Hair Arts Institute,www.hairartsinstitute.com/
Florida Academy of Nursing,www.fan.edu/
Body Wisdom Massage Therapy School,www.bodywisdomschool.com/
Lakewood University,https://lakewood.edu/
CTK Healthcare & Career Institute,www.ctkhealthcare.com/
Aesthetics Institute,https://www.aiskin.org/
Sierra Academy of Style,sascarsoncity.com/
Institute of Allied Healthcare,https://www.alliedhealthedu.com/
NewU University,https://newu.university/
Branford Academy of Hair & Cosmetology-Bridgeport,https://branfordacademy.com/
United Education Institute-Las Vegas,https://www.uei.edu/
UEI College-Mesa,https://www.uei.edu/
Larry's Barber College-Joliet,https://www.larrysbarbercollege.com/
Herzing University-Tampa,https://herzing.edu/
Galen Health Institutes-Miami Campus,https://galencollege.edu/campuses/miami
Remington College-Online Dallas,https://www.remingtoncollege.edu/locations/online/
Abilene Christian University-Undergraduate Online,https://www.acu.edu/academics/online/undergraduate
Madera Community College,https://www.maderacollege.edu/
Ogle School Hair Skin Nails-Willowbrook,https://ogleschool.edu/
University of Silicon Andhra,https://www.uofsa.edu/
Galen Health Institutes-Austin Campus,https://galencollege.edu/campuses/austin
Galen Health Institutes-Nashville Campus,https://galencollege.edu/campuses/nashville
Ohio Business College-Dayton-Driving Academy,https://ohiobusinesscollege.edu/
The Rapha School,https://www.theraphaschool.com/
Academy of Allied Health Careers,https://www.aahctn.edu/
Mei Barber School,https://www.meibarberschool.com/
Great Northern University,https://www.greatnorthernu.org/
Salon Professional Academy-Elevate Salon Institute,https://www.esimiamibeach.com/
Arizona College of Nursing-Salt Lake City,https://www.arizonacollege.edu/
Arizona College-Glendale,https://www.arizonacollege.edu/
Universal Technical Institute-West Texas,https://www.uti.edu/
Avalon Institute-Las Vegas,https://avalon.edu/las-vegas-nv/
Medspa Academies-National Institute of Modern Aesthetics,https://www.nima.edu/
American Institute-Cherry Hill,https://www.americaninstitute.edu/
Glendale Career College-North-West College-Bakersfield,https://www.success.edu/
Barber Education Academy,https://thebarbereducation.com/
Legends Barber College,https://www.legends-barber-college.com/
Academia Medical Institute,https://www.amiohio.edu/
Barbers Trade School,https://www.barbersinctx.com/
Top of the Line Barber School,https://totlbarberschool.org/
Bridges Christian College,https://www.bcc.edu/
Kino College,https://kinocollege.edu/
Salon Professional Academy,https://www.tspahowell.com/
Southern California College of Barber and Beauty,https://sccbb.edu/
Hello Gorgeous Barbers Stillwater's School of Barbering,https://www.hellogorgeousbarberschool.com/
Jackson Theological Seminary,https://jtseminary.edu/
Redeemers University North America,https://www.rccgnaseminary.org/
Personal Touch Beauty and Barber College,https://www.ptbbcollege.com/
Reach University,https://www.reach.edu/
Technology Learning Center,https://tlcedu.com/
Hair Academy,https://www.hairacademyllc.com/
Sweetwater Institute of Cosmetology,https://www.sweetwatercosmetology.com/
Kansas Health Science Center,https://kansascom.kansashsc.org/
Academy for Jewish Religion,https://ajr.edu/
American College of Healthcare and Technology-Santa Ana,https://www.ach.edu/
Aviation Institute of Maintenance-Chicago,https://aviationmaintenance.edu/campuses/chicago-il
Evangel University-College of Online Learning,https://www.evangel.edu/
Marian University-Ancilla,https://www.marian.edu/ancilla
Spa Tech Institute-North Andover,https://www.spatech.edu/
Aveda Arts & Sciences Institute Lafayette-Arlington,https://avedaarts.edu/
Concorde Career College-Broadway,https://www.concorde.edu/campus/kansas-city-missouri
United Education Institute-Stone Mountain,https://www.uei.edu/
UEI College-Tacoma,https://www.uei.edu/
Montgomery Beauty School-Baltimore Beauty & Barber School,https://www.https//www.baltimorebeautybarberschool.com
Commonwealth of Puerto Rico Department of Education-PRAMI,https://prami-fajardo.wixsite.com/admin
Universal Technical Institute-South Florida Miramar,https://www.uti.edu/
Arizona College of Nursing-Southfield,https://www.arizonacollege.edu/
Galen Health Institutes-Sarasota,https://galencollege.edu/campuses/sarasota
Galen Health Institutes-Gainesville,https://galencollege.edu/campuses/gainesville
Galen Health Institutes-Richmond,https://galencollege.edu/campuses/richmond
Galen Health Institutes-Myrtle Beach,https://galencollege.edu/campuses/myrtle-beach
Galen Health Institutes-Asheville,https://galencollege.edu/campuses/asheville
The Salon Professional Academy Maplewood,https://www.tspamaplewood.com/
Xtylo Beauty College,https://xtylocollege.com/
San Francisco School of Massage & Bodywork,https://www.sfsm.edu/
Chancellor Institute,https://ichancellor.edu/
The Salon Professional Academy,https://www.tspacollegeville.com/
Studio 75 Hair Academy,https://studio75academy.com/
Commercial Diving Technologies Institute,https://www.cdtdiving.com/
Boone Career and Technical Center,https://www.gobctc.com/
Edge Academy of Beauty,https://edgeacademy.edu/
Premier Barber School,https://www.premierbarberschool.com/
Arizona College of Nursing-Falls Church,https://www.arizonacollege.edu/
Arizona College of Nursing-Ontario,https://www.arizonacollege.edu/
Galen Health Institutes-Houston,https://galencollege.edu/campuses/houston
Galen Health Institutes-Pikeville,https://galencollege.edu/campuses/pikeville
Stellar Career College,https://stellarcollege.edu/
Commonwealth University of Pennsylvania,https://www.commonwealthu.edu/
Pennsylvania Western University,https://www.pennwest.edu/
Aveda Institute Montana,https://www.avedainstitutemontana.com/
Lehigh Career & Technical Institute,https://www.lcti.org/adulted
CalCopa Massage School,https://www.calcopamassageschool.com/
